energy[exact/Pred]/stress[exact/Pred]: 46 -355.70800702163643 -351.7765405435655 -0.6140919409167865 -3.371798176145132
energy[exact/Pred]/stress[exact/Pred]: 47 -356.65622008181856 -355.0243490820599 -0.6392207364545999 -3.269467124280156
energy[exact/Pred]/stress[exact/Pred]: 48 -356.33650238490424 -356.01721249213995 -0.40367672937794946 -2.894195355052138
energy[exact/Pred]/stress[exact/Pred]: 49 -355.80005989908284 -356.86124990485524 -0.4699789993043025 -2.8014871214876016
energy[exact/Pred]/stress[exact/Pred]: 50 -356.0527454725978 -355.7839466038554 -0.441504032531399 -2.76750934895065
energy[exact/Pred]/stress[exact/Pred]: 51 -356.538484020274 -352.46223311057673 -0.5916252297664772 -2.996323747097931
energy[exact/Pred]/stress[exact/Pred]: 52 -355.64207321558797 -353.02472536977115 -0.5737200719793347 -2.9569127771993666
energy[exact/Pred]/stress[exact/Pred]: 53 -357.04203345430835 -354.3747866752066 -0.390940047241964 -2.683971753385833
energy[exact/Pred]/stress[exact/Pred]: 54 -357.0054024644655 -356.9604591208046 -0.4915802251682615 -2.8321943185096043
energy[exact/Pred]/stress[exact/Pred]: 55 -355.7826018057283 -354.0565700541762 -0.5017988623837885 -2.8624267377618993
energy[exact/Pred]/stress[exact/Pred]: 56 -355.83338713829664 -352.349427353304 -0.6530737695994088 -3.114785712115846
energy[exact/Pred]/stress[exact/Pred]: 57 -359.3073826850664 -360.61399491704276 -0.49380554819732664 -2.7694281066520783
energy[exact/Pred]/stress[exact/Pred]: 58 -356.40977316316656 -356.2651218514084 -0.6582603301094875 -3.092016263663568
energy[exact/Pred]/stress[exact/Pred]: 59 -356.7163037146652 -356.2359893323392 -0.5579265206187369 -2.937664171151131
energy[exact/Pred]/stress[exact/Pred]: 60 -357.5435601653799 -354.41017376382143 -0.6469017218701115 -3.0466856587600333
energy[exact/Pred]/stress[exact/Pred]: 61 -357.82352391978065 -357.1247825144979 -0.397561360924022 -2.8289061013679793
energy[exact/Pred]/stress[exact/Pred]: 62 -357.8313045284595 -359.5937131694063 -0.5293288517713544 -2.8631917937791607
energy[exact/Pred]/stress[exact/Pred]: 63 -356.8770334639348 -359.5870860859243 -0.4190247596920235 -2.8565930849530647
energy[exact/Pred]/stress[exact/Pred]: 64 -357.686163433016 -357.4990230190036 -0.28765538573523536 -2.647433625095348
energy[exact/Pred]/stress[exact/Pred]: 65 -355.63758690849994 -351.89434459519464 -0.7112311572089484 -3.140391814660251
energy[exact/Pred]/stress[exact/Pred]: 66 -355.23647265071395 -356.2950851700926 -0.7453419642855942 -3.1344351107983304
energy[exact/Pred]/stress[exact/Pred]: 67 -358.8225098887153 -359.5826013519886 -0.5065113819089474 -2.9023282333347917
energy[exact/Pred]/stress[exact/Pred]: 68 -356.18550257353036 -351.2330918083351 -0.8059001856477547 -3.214895513826604
energy[exact/Pred]/stress[exact/Pred]: 69 -356.64655781360693 -355.2537472616717 -0.5270836528809982 -2.930464216128922
energy[exact/Pred]/stress[exact/Pred]: 70 -355.373622982022 -354.41933971113866 -0.43782225801982494 -2.707970868831753
energy[exact/Pred]/stress[exact/Pred]: 71 -358.0384409285789 -357.74125443300136 -0.4599052606642438 -2.8472430216917406
energy[exact/Pred]/stress[exact/Pred]: 72 -357.23783815060773 -356.40673798399865 -0.3393795610662387 -2.543840277415056
energy[exact/Pred]/stress[exact/Pred]: 73 -357.74331674087796 -359.0194535185305 -0.4475607442069318 -2.675115410321137
energy[exact/Pred]/stress[exact/Pred]: 74 -356.65433975356365 -360.7930748107745 -0.18552987381903777 -2.2501144692031523
energy[exact/Pred]/stress[exact/Pred]: 75 -355.5678759155453 -355.0340104891373 -0.5755503551792733 -2.740296156172336
energy[exact/Pred]/stress[exact/Pred]: 76 -355.40272108496595 -353.80393271324976 -0.7443075437462644 -2.9580223132603023
energy[exact/Pred]/stress[exact/Pred]: 77 -355.536075539439 -352.289928449938 -0.6575829931365803 -2.8652362826113396
energy[exact/Pred]/stress[exact/Pred]: 78 -356.028497696712 -356.58696510643045 -0.30172100158443255 -2.4444018695120344
energy[exact/Pred]/stress[exact/Pred]: 79 -355.9491605578442 -350.76849722397725 -0.6596987767745062 -2.830252895783399
energy[exact/Pred]/stress[exact/Pred]: 80 -356.8280393724063 -355.45638517620375 -0.36651776804704134 -2.5465318651364686
energy[exact/Pred]/stress[exact/Pred]: 81 -356.4462515850827 -354.6058153445111 -0.47927720749303077 -2.7327939779635657
energy[exact/Pred]/stress[exact/Pred]: 82 -357.3168276784822 -360.65908100553844 -0.3196470886303779 -2.5097427635290934
energy[exact/Pred]/stress[exact/Pred]: 83 -358.5085174850565 -361.57924221375106 -0.4288493678023248 -2.5667918521606192
energy[exact/Pred]/stress[exact/Pred]: 84 -358.29124022879273 -359.08584106910996 -0.3180481188888244 -2.5258713187243846
energy[exact/Pred]/stress[exact/Pred]: 85 -356.85370482925885 -353.48330456784 -0.6180653302531679 -2.8537757563858857
energy[exact/Pred]/stress[exact/Pred]: 86 -358.4802859703648 -357.3410010704754 -0.7476105558286914 -2.955453250477117
energy[exact/Pred]/stress[exact/Pred]: 87 -358.56202257953015 -358.9694781513654 -0.5027172884994408 -2.7187672983498974
energy[exact/Pred]/stress[exact/Pred]: 88 -357.4543364097725 -355.6362978223321 -0.749737288157705 -3.0013059366640387
energy[exact/Pred]/stress[exact/Pred]: 89 -357.09005043549286 -357.56072450358585 -0.3862581546099131 -2.58324928701588
energy[exact/Pred]/stress[exact/Pred]: 90 -356.9601814836175 -357.45238471547634 -0.44803419076747736 -2.6655038520951884
energy[exact/Pred]/stress[exact/Pred]: 91 -357.7440384930232 -358.1021065629071 -0.5158650254115442 -2.7157506083393947
energy[exact/Pred]/stress[exact/Pred]: 92 -356.542658222897 -360.3287023818926 -0.277916659568955 -2.3573527355470776
energy[exact/Pred]/stress[exact/Pred]: 93 -356.3476519724971 -358.5995734779865 -0.3602438443772957 -2.5564891012784576
energy[exact/Pred]/stress[exact/Pred]: 94 -357.48515524805975 -355.80125783301673 -0.6868200054390664 -2.9169127113074054
energy[exact/Pred]/stress[exact/Pred]: 95 -357.05049131922544 -359.3662287352624 -0.38808521658570133 -2.6151378335048254
energy[exact/Pred]/stress[exact/Pred]: 96 -357.63929976353876 -358.2148263292868 -0.3273882798546702 -2.482944723031967
energy[exact/Pred]/stress[exact/Pred]: 97 -357.100791797748 -356.5932146277676 -0.6872315962858263 -2.9719905085435143
energy[exact/Pred]/stress[exact/Pred]: 98 -356.6600455459815 -352.4977003628813 -0.7264868040099843 -2.8892645717648158
energy[exact/Pred]/stress[exact/Pred]: 99 -356.4755760399762 -357.00224622015173 -0.41210044046148003 -2.5613716019967554
energy[exact/Pred]/stress[exact/Pred]: 100 -355.41976709357743 -356.91188117153564 -0.5591644462626943 -2.7568589359705737
energy[exact/Pred]/stress[exact/Pred]: 101 -354.51113915945234 -351.64156777355015 -0.6166105395570528 -2.809397852584967
energy[exact/Pred]/stress[exact/Pred]: 102 -357.0847607433339 -354.31942409758324 -0.5779031398407642 -2.7799615572496283
energy[exact/Pred]/stress[exact/Pred]: 103 -356.0330970410097 -356.2731504960341 -0.485053108890877 -2.6763322476663927
energy[exact/Pred]/stress[exact/Pred]: 104 -356.6139789520982 -357.6966572892361 -0.2782939454299087 -2.463640567040571
energy[exact/Pred]/stress[exact/Pred]: 105 -358.06036929731215 -357.724627331451 -0.4635274044818127 -1.9975383711856989
energy[exact/Pred]/stress[exact/Pred]: 106 -357.85815591983476 -360.4283178966609 -0.2464942956901812 -1.649813210956992
energy[exact/Pred]/stress[exact/Pred]: 107 -356.46521293846297 -358.75637661034074 -0.32366404319933095 -1.8292177098969324
energy[exact/Pred]/stress[exact/Pred]: 108 -355.8267898232666 -355.86193762254214 -0.3499054818844156 -1.8866498815153079
energy[exact/Pred]/stress[exact/Pred]: 109 -358.00748867628954 -358.1104396218121 -0.26210839898550314 -1.7412111453540993
energy[exact/Pred]/stress[exact/Pred]: 110 -357.15246320639693 -355.4359773192464 -0.7268474596000419 -2.3224178579557484
energy[exact/Pred]/stress[exact/Pred]: 111 -356.7313913396348 -356.9433491045916 -0.5805829415197515 -2.09853499664846
energy[exact/Pred]/stress[exact/Pred]: 112 -357.1701220972345 -359.66705859446745 -0.3817255391818766 -1.9549664881727928
energy[exact/Pred]/stress[exact/Pred]: 113 -356.91234583810626 -355.90102338894206 -0.5082433946438739 -2.098239360741878
energy[exact/Pred]/stress[exact/Pred]: 114 -356.7078208806971 -356.7215202486351 -0.5764833364250942 -2.1248994727723693
energy[exact/Pred]/stress[exact/Pred]: 115 -356.8365955307378 -358.30937017738427 -0.551119421273218 -2.0849658213024074
energy[exact/Pred]/stress[exact/Pred]: 116 -356.6939818340347 -359.8247917862342 -0.4340005649893251 -2.032467330886482
energy[exact/Pred]/stress[exact/Pred]: 117 -357.06746996603795 -357.61062694673467 -0.3277636089978852 -1.8673682127481233
energy[exact/Pred]/stress[exact/Pred]: 118 -355.81821378249356 -356.82809397269193 -0.40549423963802605 -2.017661918825066
energy[exact/Pred]/stress[exact/Pred]: 119 -355.4077006153717 -356.30785248834866 -0.4069540513260011 -1.6938025799564265
energy[exact/Pred]/stress[exact/Pred]: 120 -357.75768100055757 -355.6926782339776 -0.7026081348389844 -2.03219340417705
